id,dialogue,summary
13864619,"Ying: <file_photo>
Ying: my 10 years challenge everyone
Helen: wow
Norma: :O
Zazu: dude...
Zazu: I'm impressed","Ying sent a photo of his 10 years challenge to Helen, Norma and Zazu."
13612174,"Daniel: Yo, at what time do you get out of work?
Missy: At 6.
Daniel: Drinks after dinner?
Missy: Totally!
Daniel: Cool.",Daniel will see Missy after 6 for drinks.
13682284,"Pete: Did you clean the hamster cage?
Adelle: No. Is it my turn?
Pete: Yes. After school, no excuses.
Adelle: Fine.",Adelle has to clean the hamster cage after school.
13862773,"Randolph: Honey
Randolph: Are you still in the pharmacy?
Maya: Yes
Randolph: Buy me some earplugs please
Maya: How many pairs?
Randolph: 4 or 5 packs
Maya: I'll get you 5
Randolph: Thanks darling",Maya will buy 5 packs of earplugs for Randolph at the pharmacy.
13729857,"Jane: hey david, you're coming home for christmas next week right?
David: of course
Jane: good
Jane: do you know what your dad would like for christmas?
Jane: i can't think of anything
David: you should get him an ipad
David: he can read books, email, watch movies, play games
Jane: ok, that sounds good, where can i get one?
David: i'll order it online and have it shipped home
Jane: thanks for your help
Jane: and please let me know when you'll get here once your travel arrangements are set.",David is coming home for Christmas next week.  Jane has no idea what to buy their father so David is going to order an ipad online.
13731140-1,"Isabella: Hi Betty!
Isabella: It was very nice to listen about your work yesterday. Thank you for sharing that!
Isabella: If you wanted to do sth together, let me know. 
Betty: Thank you! ","Isabella is grateful to Betty for sharing the information about her work yesterday. Isabella offers Betty her company, should Betty want to do something together."
13680398,"Hollie: How are you?
Amy: hey
Amy: i'll get back to you later, working now
Hollie: Ok.","Hollie says hello to Amy, but Amy is busy working and can't chat right now."
13730772,"Huda: going swimming wanna join?
Alex: sure.. what time?
Huda: in 2 hours 
Alex: ok i will be there then
Huda: see ya",Alex will go swimming toghether with Huda in two hours. 
13819021,"Janet: I am ashamed. Who voted for this pussy? It's your fault.
Alison: Remember the Wizard of Oz? He might have melted.
Nicole: He’s a sissy boy.
Cheryl:  RAIN omfg thats so shameful and disrespectful 😡
Buff: Pussy in Chief.
Linda: Trump is selfish and inconsiderate.
Janet: What an embarrassment to our nation and the world!!!
Roz: Where is Elsie? I miss you vomit 😊
Cheryl: WTF EVER trumpola didnt want to mess up his pity full comb over.....
Janet: Trump = snowflake
Linda: Baby. He’s a spoiled brat baby. Nothing about Donald Trump to be proud of or want to defend.
Arlene: HIs hair and makeup would have been ruined!
Roz: Exactly 😊
Leslie: Which adviser, who he doesn't listen to anyway, thought missing this ceremony was a good idea? Shameful!
Eric: What a pussy. We should grab him and kick him to the curb.
Sue: All the other leaders managed to make it, so there is no excuse, for me.
Roz:  It's all about the hair.
Sue: afraid the colour of his orange hair would run????
Linda: Never heard of an umbrella :)","Janet, Nicole, Alison, Arlene, Leslie, Ros, Eric and Sue are all complaining about Donald Trump and his absence at the ceremony. "
13611559,"Teacher: Rashi, why are you so low? 
Rashi: Ma’am I’m a bit confused about my career. 
Teacher: What is your confusion?
Rashi: I was discussing with my friends about the career options. 
Teacher: Hmm.
Rashi: There are too many to choose from.
Teacher: Choose a career based on what truly interests you. 
Rashi: I have many that interests me. How does it determine the career?
Teacher: The passion you have for what you do drives you to success. 
Rashi: But what about earnings?
Teacher: Remember at some point of time one should learn to balance  between duties and success.
Rashi: How do I do that?
Teacher: Choose a career which interests you, get experienced and try to progress and widen the scope after a while.
Rashi: Hmm, ok.
Teacher: Something like earn and learn sort of..
Rashi: You are so right. I will remember this.
Teacher: So hope I managed to answer your questions.
Rashi: Yes mam! Thank you very much! 
Teacher : You are most welcome, Rashi.",Rashi is confused by too many career choices. Teacher advises him to choose something he has passion for and what interests him.
13862818,"Corbin: Is this the department in charge of school violence?
Dimitri: Yes, it is.
Corbin: I want to report school violence in our school.
Dimitri: Okay. What school are you in?
Corbin: Jungang high school. The student who is victim of the violence is my friend.
Corbin: They are not hitting him any more. But you should help my friend.
Corbin: If they notice I was the one who reported, they will hit me as well.
Dimitri: First, calm down. Give us your phone number. You will be safe.
Corbin: 486-984-324 It is.
Dimitri: Don’t worry. I will call you now, ok?",Corbin reported to the department in charge of school violence that his friend has been beaten.
13829829,"Marta: Hey hey :)
Marta: 😊
Marta: Do you happen to know a good technician, that fixes PC's? 😑
Joel: Hello! No, sorry. I only know of the guys in IT, back at the office. However Pablo, the best one on the team, he is on vacation this week..:/
Joel: Ask Cynthia or Elena, they might know someone.
Marta: Ok, thank you! Yes, I will give them a try 🤞","Marta needs help with the PC. On Joel's advice, she will contact Cynthia or Elena as they might know someone. "
13611640,"Ann: What should I prepare 4 my dad's birthday?
Fiona: How old is he?
Ann: turning 50
Fiona: wow, a round birthay, it must be sth big
Ann: I know, but I don't have any idea
Fiona: surprise party?
Ann: My dad hates dose
Fiona: ok, so what does he like?
Ann: I don't know, he watch a lot of military movie
Fiona: well, a movie ticket is probably not what you thought of
Ann: not even close
Fiona: Maybe some event. U know like bungee jumping or parachute jump
Ann: that would be nice but he's afraid of heights
Fiona: damn, maybe sth you can do together
Ann: well I was plannig dinner with the whole family, but that's not enough
Fiona: yes, there should be sth special also
Ann:  I know, but I'm out of 
Fiona: Let me think. Nothing with heights but maybe sth on the ground? Racing? Horse riding?
Ann: ok, it's a good direction. Maybe some team play, we could go with the whole family
Fiona: u said he likes military... maybe paintball? 
Ann: I don't know how my mum will react but I like it :D
Fiona: I guess she's not into military
Ann: not really, no. But it's dad's birthday so she has to accept it. Thx for the help
Fiona: no problem",Ann doesn't know what she should give to her dad as a birthday gift. He's turning 50. Fiona tries to help her and suggests a paintball match.
13828103,"Lincoln: Heeyyy ;* whats up
Fatima: I talked to Jenson, he’s not too happy ;p
Lincoln: the place sucks??
Fatima: No, the place is ok, I think, we can go there, it’s about Alene
Lincoln: typical, dont worry about it
Fatima: He thinks she may have a depression :[
Lincoln: nothin new, everyone has it, she needs a doctor then
Fatima: But she won’t go ;/
Lincoln: so she’s destroying her life fuck it its not your problem
Fatima: It is, they’re both my friends!
Lincoln: you better think what to do if they break up
Fatima: Ehh yes Ill have a problem ;//
Lincoln: both blaming each other and talking with you about it, perfect
Fatima: Alene is just troubled… She’d been through a lot…
Lincoln: everyone has their problems, the question is are ya doin sth about them
Fatima: She has problems facing it, don’t be surprised :[
Lincoln: then it is her problem
Fatima: You are so cruel at times… o.O
Lincoln: maybe, for me its just a common sense
Fatima: Why can’t everyone be just happy???
Lincoln: youll not understand, you had good childhood, nice parents, you have no idea
Fatima: Probably, true… Well I can be just grateful o.o
Lincoln: do that and stop worrying about others, youre way to bautful for that <3
Fatima: :*:*:*",Fatima is worried about Jenson and Alene. Alene has issues. Lincoln doesn't want Fatima to worry about others too much.
13829756,"Lisa: I have to clean the house.
Bob: Yes, it's very dirty.
Lisa: You can help me.
Bob: Why me?
Lisa: Because you helped make it dirty.
Bob: What do you want me to do?
Lisa: I want you to clean the bathroom.
Bob: Oh, that's easy.
Lisa: Clean the sink, the tub, the counter, and the toilet.
Bob: That's a lot of work.
Lisa: Tell me when you finish.
Bob: I don't think so. You'll just give me more work. ","Bob is going to help Lisa clean the house, he will clean the bathroom. "
13729790,"luke: Hey, was just thinking, we should avail ourselves for team selection tomorrow regardless of our injuries
martial: thats what i was thinking also
luke: we should let Jose know that tomorrow
martial: the first thing in the morning infact
luke: the fixtures are really piling up and we need to help the team
martial: yeah, thats for sure, we are a family
luke: we will the coach know that we are ready to play
martial: despite the little pain, me i'm ready
luke: me too
martial: so we meet up at carrington and go to his office very early
luke: yeah, both of us
martial: ok, we'll go together
luke: cool 
martial: ok",luke and martial want to help the team and play despite their injuries. They will meet at carrington and go to the coach's office.
13812001,"Julie: <file_photo>
Emily: <3 Julie Love, i'm sending tons of kisses :* :* :* 🎄🎄🎄
Julie: Merry Christmas and a lovely mood throughout  the whole year, darling
Emily: Thank you, for you too <3
Julie: Thanks :* <file_photo> <file_photo>",Emily and Julie wish Merry Christmas to each other.
13828618,"Frederick: do u like ur new next door neighbors?
Frederick: they seemed really cool yesterday when we ran into them
Ricky: they're nice people but they're incredibly noise
Ricky: they also have parakeet that wouldn't stop squawking all night long hahaha
Frederick: sucks to be you",Ricky's new neighbours are nice but loud. They own a parakeet that makes a lot of noise throughout the night.
13729101,"Brenda: Hello, is this Sandra Donovan?
Sandra: Yes, well that was my maiden name, it's Sandra Taylor now.
Brenda: It's Brenda Riley, we used to work together in the clothes factory!
Sandra: Oh my God! Bren! How are you, it must be 25 years!
Brenda: I'm fine, I live in Stoke now, moved away from Brum in the late 90s.
Sandra: I still live in Kings Norton, same house, same husband! I've got 4 grandchildren now, ages 2, 4, 9 and 15! How about you?
Brenda: Unfortunately, my husband Bill died 5 years ago, I have only one grandchild, she's 7, my little angel, she doesn't remember her Gramps. 
Sandra: So sorry, love, I remember your Bill, he had long black hair and massive sideburns, didn't he?
Brenda: Well, yes, about 45 years ago, he was bald when he passed away. He loved to dance, he did Northern Soul, we both did actually. Went up to Wigan on weekends, happy times!
Sandra: Oh yes, I remember that craze, bit energetic for me! We liked disco instead! We had some great dinner dances with the factory, do you remember them?
Brenda: Yes! Us all dressed up with our long dresses and the men with their frilly evening shirts, lovely memories!
Sandra: Do you still see any of the girls from Lister's?
Brenda: No, but I heard that Marigold Carter died, very sad.
Sandra: Hey Bren, I've had a brainwave! How about we organise a reunion for the Lister's girls, look on social media for them?
Brenda: Actually, I was thinking along those lines! Do you fancy meeting up, just you and me? I can come down to Birmingham anytime.
Sandra: That would be lovely! Can you manage it next Saturday? We could meet about 11ish and go for lunch and a good old trip down memory lane!
Brenda: Oh yes! I'd love that! I'll get back to you about train times soon!
Sandra: Ok! Bye love!",Sandra and Brenda used to work together in the clothes factory 25 years ago. Sandra still lives in Kings Norton. Brenda lives in Stoke now. Her husband Bill died 5 years ago. They will meet in Birmingham for a lunch next Saturday about 11. They want to organize a reunion for the Lister's girls. 
13731428,"John: wanna go see ""A Star is Born"" on Wed?
Joan: sorry can't
Joan: super busy 
Joan: don't have time for anything :( 
John: that's a shame
Joan: I'm free on Thursday
John: I could do Thursday
Joan: ok! so around 8pm?
John: sure sounds great
John: I'll see where it's palying and send you the details
Joan: ok great!","Joan and John are going to watch ""A Star is Born"" on Thursday around 8 p.m."
13680972,"George: Hi Donna. I've been trying to catch you.
Donna: What about?
George: A rather delicate matter.
Donna: Did you catch AIDS?
George: Very funny!
Donna: It is, isn't it?
George: I don't think so.
Donna: Too bad. So what do you want?
George: Could we meet and discuss it somewhere?
Donna: Like where?
George: Like in a coffee shop or somewhere.
Donna: You sure a coffee shop is better to discuss delicate matters.
George: Come to think of it, you are right. It's not.
Donna: See? So what's up?
George: Couldn't you come to my place tonight?",Donna will pay George a visit tonight to discuss a personal matter.
13863010,"Louis: Gotta go, my mom's calling me
Fabian: Ok, see ya
Louis: See ya",Louis finishes the conversation with Fabian because his mother is calling.
13681192,"Crystal: <file_photo>
Irene: He's so big!
Crystal: <file_photo> 
Crystal: I know right!
Irene: and so cute!
Crystal: he got so big he doesn't fit his clothes anymore
Irene: time to go shopping with my little boy <3
Crystal: yeah im just gonna go brankrupt
Irene: Let me take him, I also promise to buy him something
Crystal: you really wanna do that?
Irene: why nont? I'm his aunt!
Crystal: well yeah it's just such a drag
Irene: you were always a bore when shopping :P just let me take the little man
Irene: well have fun!
Crystal: ok ",Irene will take Crystal's son shopping for clothes.
13864835,"Tony: <photo_file>
Amy: Sweet little cat <3
Lucas: Adorable!! ",Tony sent a photo of his cat to Amy and Lucas.
13727809,"Matt: Hey
Matt: I got my ticket for Dawid Podsiadlo!!!
Matt: So stoked!
Thomas: Whooaa that's great!!
Matt: I will see you there then! 
Thomas: Yes for sure
Thomas: Remind me before 
Thomas: Like the day before k? 
Matt: For sure 
Matt: Who you're going with 
Thomas: by myself for now
Thomas: I meant until now haha
Matt: Right on 
Matt: I am so stoked tho
Thomas: Me too 
Matt: I might ask a few more people if they're coming ;) 
Thomas: Maria was interested I think 
Thomas: But I am not too sure
Thomas: i will ask her","Matt got a ticket for Dawid Podsiadlo's concert. Thomas is going, too."
13727769,"Chris: Oh, and we pushed some girls into the pool :)
June: That's not nice!
Chris: Depends how u look at it ;)
June: How come?
Chris: Well, we got them to undress, 'cause they were soaking wet :)
June: Ur awful!",Some girls had to undress because they had been pushed into the pool.
13865290,"Jeff: Should we go to the village party?
Lia: I'm too tired after hiking
Mico: I'd like to go, there may be some hot boys!
Lia: I doubt
Jim: like a real village boy?
Jim: who doesn't even speak English?
Mico: yes, the dummer, the better
Jim: haha, stupid fucks good, they say
Mico: I confirm!
Lia: not my cup of tea
Mico: I'll go there, who wants to join?
Jeff: I'll go as well
Mico: wanna drive?
Jeff: so you could drink?
Mico: would be nice, hahah
Jeff: not excited, but ok
Mico: thanks!",Mico and Jeff will go to the village party. Jeff will drive.
13828832,"Paul: hey Matthew did you find anyone to couch the game Saturday?
Matthew: hey Paul, no still looking 
Paul: my plans changed so I can do it if you need 
Matthew: ahh yes that be great! thank you 
Paul: no problem see you Saturday ",Paul can couch the game on Saturday as Matthew hasn't found anyone to do that yet. 
13716127,"Luke: my train arrives at 3 pm
Luke: anyone can pick me up?
Jacob: i am at work till 5
Fred: i can pick you up at 3:15 approximately
Fred: is that ok?
Luke: yes i will wait! thanks Freddy",Freddy will pick Luke up at about 3:15 pm.
13729042,"Ryan: You're going to the casting? 
Ryan: So you think you can dance 🤩
Jack: I am! 
Jack: this time im going
Ryan: U should go really
Jack: I know, wanna come with me? 
Ryan: I thought about it! 
Jack: Nice well! I will meet you there! 😝😝😝",Ryan and Jack are going to the casting for a dance show.
13818511,"Joanne: What are your plans for the holidays?
Evelyn: Nothing. I’ll stay at home and rest.
Joanne: You must be exhausted after the past few weeks
Evelyn: It’s been hectic
Joanne: I’m going back home.
Evelyn: To France?
Joanne: Yes. Not that I want to go…
Evelyn: Why? You always liked spending Christmas with your family.
Joanne: I did. But my parents separated a few months ago
Joanne: It is still pretty tense…
Evelyn: I’m sorry to hear that
Joanne: My dad left my mum for his secretary
Joanne: Such a cliché 
Joanne: My mum is devastated
Joanne: So I’m basically going to cheer her up 
Joanne: It’s really hard for her now
Joanne: For me it’s also not easy
Evelyn: I can imagine!
Evelyn: If you want to bring your mum over here we could spend Christmas together.
Joanne: Thanks, that’s really sweet. But I don’t think she’s in a condition for that. She’s been very depressive lately. ",Joanne is going to go back home to France for the holidays. She's going to cheer her mum up because her parents separated a few months ago. Evelyn offers Joanne to spend Christmas together if she brings her mum over here. 
13829996,"Carla: Hey
Carla: how are you today?
Raul: not too well
Carla: what's wrong? did you sleep?
Raul: it was a really crappy night
Raul: and yesterday evening
Raul: and today morning
Raul: i started off with a fag
Raul: i don't even know what triggered me off 
Raul: yesterday Jen had to go to a friend
Raul: she'd broken up with her bf and Jen went to sit with her
Raul: and she stayed for the night
Raul: so i thought it's be a good evening just for myself
Raul: but i was just so pissed off all the time
Raul: and then i had those weird dreams of my uncle
Carla: shit ;/ sounds awful
Raul: yeah it was :/
Carla: ;*",Raul's had a bad night and day. 
13728493,"Angie: Hello. I'd like to make an appointment. 
Ms. Quinn: Hello. Of course. What's your medical issue?
Angie: It's kind of private...
Ms. Quinn: I understand. No chats are recorded. And I need to know what you're coming in with to direct you to the correct doctor. 
Angie: Well, fine. I have severe stomach pain.
Ms. Quinn: When did it start?
Angie: Like an hour ago. I took some pills but to no avail. 
Ms. Quinn: I understand. Do you have your doctor?
Angie: Yes. Doctor Cartman.
Ms. Quinn: He's not in today. Doctor McCormick can see you in an hour. Will that be fine?
Angie: Yes, thank you. I'm on my way.
Ms. Quinn: I've signed you up and I'll tell the doctor you're coming. ",Angie's having an appointment with Doctor McCormick in an hour. She has strong abdominal pain.
13729529,"Kelvin: Excuse me Miss. When do we sit for our CAT 2?
Naheeda: Can we have it during the statistics class?
Kelvin: I don't think so because we will be having the statistics CAT.
Naheeda: Okay it is up to you guys to choose the time then.
Kelvin: Okay. Wait I will talk with the other class members then I'll tell you their decision
Naheeda: Okay then don't take too long.
Kelvin: Sure",Kelvin and the other class members will discuss the time for their CAT 2 and share their decision with Naheeda soon.
13716897,"Linda: hey have we decided on a lunch place yet?
Ronnie: thought we were going for sushi
Linda: Karen said she hates raw fish or something
Karen: nah I'm ok with sushi, just thought we would go for smth cheaper this time ;p 
Karen: hard times are a-coming xd
Ronnie: been craving sushi all week long :( but i sooo get, K, maybe we should dial it down with the fancy places
Linda: hey there is this pasta joint right next to our apartement
Linda: you get it in like takeout boxes. we could take these out to the park
Ronnie: so down with that!
Karen: same here! let's wait for Amanda tho
Linda: @Amanda are you ok with pasta for lunch?
Ronnie: let's hope she checks her fb this time haha
Amanda: hey guys, yes! whatever works for me :)","Karen wants something cheaper than sushi for lunch. Linda, Ronnie and Karen will get takeout pasta boxes to the park."
13730939,"Marty: Hiya, I have a favour to ask... can you pick up Marcel from school?
Christine: Sure, you ok?
Marty: Not really, I think I have sprained my ankle...
Christine: Oh no, have you seen see a doctor?
Marty: I was gonna see how it went today and might go tomorrow...
Christine: Are you sure? I'm happy to take you now if you want?
Marty: Nah, it can wait, that'll leave us in trouble with the kids...
Christine: OK, I'll pick up Marcel then.
Christine: Do you need anything from the shops or something?
Marty: No we are good thanks. we'll have pizza night, Marcel can sort us out...
Christine: I'm on a late shift tomorrow, shall I take Marcel in tomorrow morning? I'll take you to the doctor afterwards if you want?
Marty: That would be awesome, thank you for your help...
Christine: No problem, you'll have to call the school though.
Marty: Good one, will do that now...
Christine: See you around 4.
Marty: Thank you so much!",Marty thinks she has sprained her ankle. Marty wants to go to the doctor tomorrow. Christine will pick up Marcel from school today. Tomorrow Christine will take Marcel to school and Marty to the doctor. Marty will call the school. Christine and Marty will meet around 4. 
13813429,"Peyton: I have been asking you to bring that video game for me
Cameron: Honey, I am not having enough time to come home
Peyton: When would you come home?
Cameron: I will have to stay out of town for another week i guess
Peyton: Cant you just deliver that game through the courier? :P
Cameron: Dont be mean :/
Peyton: Get the job done and come to home then. ASAP :P",Peyton is expecting Cameron to bring the video game. Cameron will probably be out for another week.
13828511,"Willyx: how did your job interview go?
Alicja: it's tomorrow :D
Willyx: sorry
Alicja: it's ok :)
Willyx: let me know how it went
Alicja: sure",Alicja's job interview is tomorrow. She will inform Willyx how it goes.
13729320-1,"Paul: I just came back home
Paul: What a busy day
Paul: I forgot about my physiotherapy 
Emma: Oh no
Paul: It's ok, I'll schedule a new appointment
Emma: I'll be home after midnight
Paul: Do you want me to prepare some food for you?
Emma: That would be lovely","Paul forgot about his physiotherapy and he will schedule a new appointment. Emma will be home after midnight, so Paul will prepare some food for her."
13729210,"Sean: I overslept :/
Sam: Again??
Sean: I know.",Sean overslept again.
13680312,"Chris: <file_photo>
Chris: Maybe not he best photo XD
Chris: and im the middle one here
Chris: and you can bring swimming trunks as well because there's opportunity to go to jacuzzi in our garden :))
Tom: a jacuzzzzzi????
Chris: oohhhh yeeaahh
Tom: O my godddd.
Tom: Is it big enough for a few people? I feel I woul feel wierd out there on my own :)
Chris:  Yeee, for 5-6 people no problem.
Tom: So you and your brother will join me? :D
Chris: Yes hahaha meybe we can invite someone else or only our little group.
Chris: An maybe watch sth on TV or just make a conversation hhahaha
Tom: Wait you've got a tv outside????
Chris: well we can bring it there :P
Chris: From our living room
Tom: Do you have WiFi?
Chris: Yes
Tom: Nice, I only get 6GB on my phone when I get outside Ireland
Chris: Yeah, kind a low amount
Tom: Can't wait!
Chris: Me too! :)",Chris and Tom are planning a meeting at Chris' place. Chris has a Jacuzzi in his garden. Chris has WiFi and can bring his TV outside. Tom has a low internet limit whenever he's outside of Ireland.
13730736,"Harry: heyyyy are you there??
Cindy: Yes dear what is it?
Harry: Can you call Ela and tell her i need to talk urgent please pick my call.
Cindy: what happened now? an other fight :O
Harry: please tell her
Cindy: MAN! you guys... am i some kind of a messenger service here?
Harry: PLEASEEEEEEEEE ?
Cindy: ok doing.... but thats the last time.
Harry: Yes like always:P
Cindy: Hate you seriously man.
Harry: Thank you
Cindy: Done you can call her now.",Ela is not taking Harry's phone calls. Cindy calls Ela at Harry's request.
13829218,"Adam: Did you take the dog for a walk?
Mike: No, I did not have time,
Adam: Ok, I'll take him with me.","Mike didn't have time to take the dog for a walk, so Adam will take it with him."
13729697,"Sophie: When r u going to Poanań?
Murphy: On Tuesday. 
Sophie: And you're coming back the same day?
Murphy: Yes, in the afternoon, but I don't know the exact hour. ",Murphy is going to Poanań on Tuesday and coming back on the same day in the afternoon.
13729407,"Monica: How are you doing?
Gaia: I'm fine, mum.
Monica: All good at the university?
Gaia: A lot of work, but all good.
Monica: I guess you'll have a lot of exams this term
Gaia: 6
Gaia: But only one is really hard ",Gaia has 6 exams this semestre. One is very difficult.
13680992,"Mr. Williams: Ms. Blair, would you like to go for a coffee?
Ms. Blair: I thought you'd never ask.
Mr. Williams: That's outstanding. Do you have a favourite coffee place?
Ms. Blair: I actually do. It's near the square in a side alley.
Mr. Williams: I think I know which one. Let's say 2 p.m.?
Ms. Blair: Sounds great. See you there :)",Mr. Williams invites Ms. Blair for a coffee. They will go to her favourite coffee place near the square in a side alley at 2 p.m.
13810012,"Serena: Have you been to the doctor lately?
Jeff: No, why?
Serena: Just wondering what he says about your skin condition?
Jeff: It's fine right now. 
Serena: That's good!
Jeff: The cold weather sets it off and if I eat too much of the wrong foods, but otherwise fine.
Serena: So you don't have to be on meds?
Jeff: Not all the time. Why?
Serena: Tina has the same thing and takes meds on the daily.
Jeff: She must have a different kind than me or a worse kind.
Serena: I guess so.
Jeff: It sucks, but it doesn't have to be every day.
Serena: That's good. I'll tell her. That will cheer her up!
Jeff: Good! Tell her to hang in there. She can call me if she has any questions.
Serena: Thanks!",Serena's skin condition is fine now and she doesn't have to take medication. Tina has a similar condition but takes medication on a daily basis. Tina can call Serena if she has questions. 
13821805,"Kristina: Girls!
Kristina: America's top model 
Kristina: on tv
Kristina: Watching? 
Jannette: omg
Jannette: Im not home yet
Kristina: New season ye!!
Estefania: Hmm 
Estefania: yeah Im watching this rn 
Kristina: Tyra Banks
Kristina: She never gets old
Estefania: I wanna look like her haha
Jannette: K I just got home 
Jannette: Had to run 
Jannette: <file_photo> 
Estefania: Hahaha","Kristina, Estefania and Jannette are watching America's Top Model."
13819314,"Marco: Are you coming to Bologna this fall?
Daniel: accidentally, I am flying today thought Bologna but only became I have to change there
Marco: wow! how long will you stay at the airport?
Daniel: 2 hours only
Marco: ok, that may be too short for me to see you
Simone: I may come in December for a weekend, if you want to host
Marco: with pleasure! and always, as I always tell you :)
Simone: great, I'll let you know",Daniel is going to Bologna today. He has to transfer there for a further flight. He will stay at the airport for two hours. Simone will visit Marco in December.
13829353,"Mike: will call u back in 2 hrs, ok? 
Mike: can't talk right now, sry
Mike: *sorry
Dale: cool, no problem
Dale: until then",Mike will call Dale back in 2 hours.
13729285,"Gemma: How's it going?
Timmy: A bit down 2day.
Gemma: Y?
Timmy: Oh, bad day at work. Can u imagine? Boss snapped at me!
Gemma: That bitch! What did u do?
Timmy: Nothing. Minding my own business, doing work stuff and suddenly starts shouting and screaming. Doesn't matter. How about u?
Gemma: Well, I think this might cheer u up a bit :)
Timmy: What is it?
Gemma: I'm organising a bbq at the weekend :) wanna come?
Timmy: Love to! What do I bring?
Gemma: Some wine will be fine.
Timmy: What about food?
Gemma: Others and I will cover it.
Timmy: Others? I thought it was a date :P
Gemma: U remember I have a bf, right?
Timmy: Yeah. Just messing around ;) how many ppl?
Gemma: Don't know yet. ",Timmy had a bad day at work. Timmy will bring some wine to Gemma's bbq at the weekend.
13812250,"Pat: Hi, it's Pat here. I have a slight delay, a couple of hours, so I will come in the evening, around 9pm. I hope it is not a problem...
Bart: Hi, no, not at all :) you didn't catch the train?
Pat: hehe, no. I thought today i was free from work, but i got another project to finish. So i will be tomorrow morning. Im sorry for those changes, i myself am surprise.
Bart: hahaha a tiny regret. Will you manage to get here on your own?
Pat: yeah, its ok. what would you suggest? if you could come and unlock the door, it would be great, but i can walk around the city as well.
Bart: of course I will open it for you. I can work in the morning from home. No problem. So we see each other tomorrow?
Pat: Thank you so much! haha
Bart: Are you a painter?
Pat: I hope I will eventually get in that train. Nope.
Bart: I thought you were.
Pat: this project is a stage project :)
Bart: Ah alright, youll tell all about it tomorrow :))
Pat: OK,, later",Pat will arrive at around 9 pm. Bart will open the door and work in the morning from home. 
13730167,"Erin: hey what's up. what you're doing today? Would you find some time to do the interview? :)
Ashley: Hi! I’m free whenever
Erin: Great, are you at the camp?
Ashley: Yep, I’m here now.
Erin: Ok I can come over there
Ashley: Sounds good. Just shoot me a message and we can meet at the pool or restaurant
Erin: Alright!
Erin: Is the wifi good today?
Ashley: Yeah pretty decent, but usually it's less spotty in the restaurant area
Erin: Ok I see, so the restaurant it is
Ashley: Alright
Erin: I'm on my way!
Ashley: I'm sitting in the back",Erin will meet Ashley in the restaurant for the interview. 
13865416,"Maria: hey guys!
Maria: everything ready for the conference?
Kate: yes, almost
Tommy: I think we will have a good panel
Sam: I really hope there will be some people
Tommy: we should have good audience
Maria: Are you preparing a power point?
Tommy: I'll have a prezi
Maria: you're paying for it?
Tommy: it's good, worth the money
Maria: how much is it?
Tommy: I believe $10 a month for academics
Maria: not that bad","Maria, Kate, Tommy and Sam are going to a conference. Tommy will use Prezi instead of Power Point. He has a Prezi subscription for $10 a month."
13828681,"Maxwell: Thank you for tonight, payment as usual?
Jeanice: Yes, 8 hours
Maxwell: What would I do without you…
Jeanice: That’s my job :D
Maxwell: But you can do your job good or bad… I’m grateful I found you
Jeanice: Me too, our cooperation is very good ^^
Maxwell: And the kids… They really like you
Jeanice: I know, they’re cute
Maxwell: Wait, I heard there was some problem with Marcus at school…
Jeanice: Nothing very serious, he argued with a friend but they didn’t fight
Maxwell: Oh, ok, the teacher sounded like it was something terrible
Jeanice: In a way it was, he didn’t want to stop when a teacher reacted and he was pretty aggressive
Maxwell: That’s worse… Have you noticed him behaving in a strange way recently?
Jeanice: Not at all, cute as usual. But… he gets very angry for stupid reasons
Maxwell: For example?
Jeanice: You know, his sister taking sth from him… He’s not aggressive but more… loud than usual, if you know what I mean
Maxwell: Yes, I understand, I need to do something about it. Anyway, thank you for informing me.
Jeanice: No problem Mr. Hall, I’m always here to help ;)
Maxwell: We could grab a coffee some time and talk through all the issues.
Jeanice: Yea, maybe, I have to go,  I'll let you know
Maxwell: OK, thanks, you're the best :)","Maxwell pays Jeanice for 8 hours of babysitting and is grateful he found her. His son argued with a friend at school, and got agressive when the teacher reacted. Jeanice hasn't noticed if he has acted strangely recently. Maxwell and Jeanice can grab a coffe some time to discuss all the issues. "
13864454,"Mike: Let's go for a beer
Tom: Now?
Mike: Yes
Ben: Ok","Mike, Tom and Ben will go for a beer."
